Result Number,EE_DISPLAY_ID,EE_ORDERING_ID,DOWNLOADABLE,ON_DEMAND,Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir Off Nadir,Full or Partial Scene,Data Category,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Browse Exists,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec
278,LO81900152013153LGN00,LO81900152013153LGN00,1,N,LO81900152013153LGN00, 190, 015, 190, 015,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:09:42:37.3495737,2013:153:09:43:07.3498707,9,8.3,47.76301763,168.08894247,5.325,7.036,Yes,64°13'30.11"N,25°09'19.40"E,65°17'12.84"N,23°54'40.39"E,64°39'48.10"N,27°42'52.88"E,63°08'38.58"N,26°17'40.27"E,63°44'35.77"N,22°40'30.54"E,64.22503,25.15539,65.2869,23.91122,64.66336,27.71469,63.14405,26.29452,63.74327,22.67515
279,LO81900162013153LGN00,LO81900162013153LGN00,1,N,LO81900162013153LGN00, 190, 016, 190, 016,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:09:43:01.3498101,2013:153:09:43:31.3501131,9,8.74,49.00172431,166.30998923,5.354,5.852,Yes,62°51'17.57"N,24°01'11.39"E,63°54'33.26"N,22°48'09.54"E,63°18'39.64"N,26°26'33.72"E,61°46'52.82"N,25°08'27.10"E,62°21'29.66"N,21°40'12.83"E,62.85488,24.01983,63.90924,22.80265,63.31101,26.4427,61.78134,25.14086,62.35824,21.67023
280,LO81900172013153LGN00,LO81900172013153LGN00,1,N,LO81900172013153LGN00, 190, 017, 190, 017,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:09:43:25.3500525,2013:153:09:43:55.3503555,9,12.07,50.22868024,164.56408372,5.892,5.766,Yes,61°28'38.64"N,22°58'36.44"E,62°31'30.07"N,21°47'13.85"E,61°56'57.62"N,25°16'38.17"E,60°24'38.38"N,24°04'40.55"E,60°58'03.43"N,20°44'37.72"E,61.4774,22.97679,62.52502,21.78718,61.94934,25.27727,60.41066,24.07793,60.96762,20.74381
281,LO81900182013153LGN00,LO81900182013153LGN00,1,N,LO81900182013153LGN00, 190, 018, 190, 018,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:09:43:49.3502949,2013:153:09:44:19.3505919,9,2.24,51.44283832,162.83327984,4.829,3.794,Yes,60°05'36.17"N,22°00'48.49"E,61°08'05.42"N,20°51'06.55"E,60°34'45.84"N,24°12'13.14"E,59°01'58.44"N,23°05'37.00"E,59°34'18.77"N,19°53'07.91"E,60.09338,22.01347,61.13484,20.85182,60.5794,24.20365,59.0329,23.09361,59.57188,19.88553
282,LO81900192013153LGN00,LO81900192013153LGN00,1,N,LO81900192013153LGN00, 190, 019, 190, 019,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:09:44:13.3505313,2013:153:09:44:43.3508343,9,.09,52.64264834,161.10227821,5.79,5.661,Yes,58°42'13.93"N,21°07'10.96"E,59°44'23.06"N,19°59'09.82"E,59°12'09.22"N,23°12'36.32"E,57°38'56.65"N,22°10'41.48"E,58°10'18.48"N,19°05'12.34"E,58.70387,21.11971,59.73974,19.98606,59.20256,23.21009,57.64907,22.17819,58.1718,19.08676
283,LO81900202013153LGN00,LO81900202013153LGN00,1,N,LO81900202013153LGN00, 190, 020, 190, 020,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:09:44:37.3507737,2013:153:09:45:07.3510707,9,7.66,53.82638978,159.3570345,5.624,4.879,Yes,57°18'35.57"N,20°17'13.60"E,58°20'26.77"N,19°10'50.74"E,57°49'11.96"N,22°17'13.85"E,56°15'37.15"N,21°19'26.44"E,56°46'06.28"N,18°20'24.29"E,57.30988,20.28711,58.34077,19.18076,57.81999,22.28718,56.26032,21.32401,56.76841,18.34008
284,LO81900212013153LGN00,LO81900212013153LGN00,1,N,LO81900212013153LGN00, 190, 021, 190, 021,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:09:45:01.3510101,2013:153:09:45:31.3513131,9,13.38,54.99316201,157.5825479,5.087,4.564,Yes,55°54'39.82"N,19°30'27.72"E,56°56'14.71"N,18°25'40.19"E,56°25'53.11"N,21°25'32.84"E,54°51'58.54"N,20°31'23.95"E,55°21'40.07"N,17°38'19.10"E,55.91106,19.5077,56.93742,18.42783,56.43142,21.42579,54.86626,20.52332,55.36113,17.63864
285,LO81740572013153LGN00,LO81740572013153LGN00,1,N,LO81740572013153LGN00, 174, 057, 174, 057,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:20:28.3002828,2013:153:08:20:58.3005858,9,2.17,59.66141367,51.53350075,6.688,6.353,Yes,4°20'20.04"N,29°01'16.21"E,5°19'34.93"N,28°21'15.73"E,4°58'01.99"N,30°01'57.72"E,3°20'36.67"N,29°41'05.75"E,3°42'20.34"N,28°00'37.40"E,4.3389,29.02117,5.32637,28.35437,4.96722,30.0327,3.34352,29.68493,3.70565,28.01039
286,LO81900322013153LGN00,LO81900322013153LGN00,1,N,LO81900322013153LGN00, 190, 032, 190, 032,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:09:49:24.3536424,2013:153:09:49:53.3539353,9,2.6,65.9649072,132.5368766,4.335,3.949,Yes,40°19'57.97"N,13°09'56.74"E,41°19'49.01"N,12°18'48.10"E,40°55'15.71"N,14°31'28.78"E,39°19'12.00"N,13°59'18.49"E,39°43'38.75"N,11°49'43.39"E,40.33277,13.16576,41.33028,12.31336,40.92103,14.52466,39.32,13.98847,39.72743,11.82872
287,LO81900352013153LGN00,LO81900352013153LGN00,1,N,LO81900352013153LGN00, 190, 035, 190, 035,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:09:50:35.3543535,2013:153:09:51:05.3546505,9,5.56,67.96201939,122.79336189,4.757,7.174,Yes,36°02'35.66"N,11°51'44.68"E,37°02'13.99"N,11°03'07.31"E,36°38'29.22"N,13°08'09.06"E,35°02'05.82"N,12°38'53.92"E,35°25'48.36"N,10°36'23.83"E,36.04324,11.86241,37.03722,11.05203,36.64145,13.13585,35.03495,12.64831,35.4301,10.60662
288,LO81900362013153LGN00,LO81900362013153LGN00,1,N,LO81900362013153LGN00, 190, 036, 190, 036,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:09:50:59.3545959,2013:153:09:51:29.3548929,9,.4,68.48088052,119.21965899,4.923,5.874,Yes,34°36'38.12"N,11°27'07.74"E,35°36'13.00"N,10°39'15.48"E,35°12'41.83"N,12°42'03.78"E,33°36'12.64"N,12°13'37.70"E,33°59'42.79"N,10°13'11.17"E,34.61059,11.45215,35.60361,10.6543,35.21162,12.70105,33.60351,12.22714,33.99522,10.21977
289,LO81900372013153LGN00,LO81900372013153LGN00,1,N,LO81900372013153LGN00, 190, 037, 190, 037,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:09:51:23.3548323,2013:153:09:51:53.3551353,9,3.68,68.91656391,115.50077389,4.716,5.315,Yes,33°10'37.13"N,11°03'08.89"E,34°10'09.12"N,10°15'59.33"E,33°46'50.52"N,12°16'42.35"E,32°10'15.71"N,11°49'01.31"E,32°33'34.42"N,9°50'30.73"E,33.17698,11.05247,34.1692,10.26648,33.7807,12.27843,32.17103,11.81703,32.55956,9.84187
290,LO81900382013153LGN00,LO81900382013153LGN00,1,N,LO81900382013153LGN00, 190, 038, 190, 038,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:09:51:47.3550747,2013:153:09:52:17.3553717,9,0,69.26396693,111.65500449,5.089,6.07,Yes,31°44'31.27"N,10°39'44.42"E,32°44'00.56"N,9°53'14.78"E,32°20'53.48"N,11°52'01.02"E,30°44'13.81"N,11°25'01.38"E,31°07'22.01"N,9°28'18.88"E,31.74202,10.66234,32.73349,9.88744,32.34819,11.86695,30.73717,11.41705,31.12278,9.47191
291,LO81900392013153LGN00,LO81900392013153LGN00,1,N,LO81900392013153LGN00, 190, 039, 190, 039,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:09:52:11.3553111,2013:153:09:52:41.3556141,9,1.94,69.51843924,107.70880817,5.524,6.865,Yes,30°18'21.92"N,10°16'51.56"E,31°17'48.88"N,9°30'59.76"E,30°54'52.34"N,11°27'56.92"E,29°18'07.92"N,11°01'35.33"E,29°41'06.50"N,9°06'33.62"E,30.30609,10.28099,31.29691,9.5166,30.91454,11.46581,29.3022,11.02648,29.68514,9.10934
292,LO81900402013153LGN00,LO81900402013153LGN00,1,N,LO81900402013153LGN00, 190, 040, 190, 040,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:09:52:35.3555535,2013:153:09:53:04.3558404,9,12.83,69.67649786,103.69368292,5.569,6.754,Yes,28°52'09.19"N,9°54'27.61"E,29°51'33.84"N,9°09'12.02"E,29°28'47.14"N,11°04'26.58"E,27°51'58.28"N,10°38'39.98"E,28°14'47.87"N,8°45'13.07"E,28.86922,9.90767,29.8594,9.15334,29.47976,11.07405,27.86619,10.64444,28.24663,8.75363
293,LO81900432013153LGN00,LO81900432013153LGN00,1,N,LO81900432013153LGN00, 190, 043, 190, 043,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:09:53:46.3562646,2013:153:09:54:16.3565616,9,11.1,69.55707835,91.6025534,4.288,6.23,Yes,24°33'11.30"N,8°49'47.57"E,25°32'31.02"N,8°06'07.49"E,25°10'09.48"N,9°56'53.09"E,23°33'08.60"N,9°32'35.88"E,23°55'35.15"N,7°43'16.68"E,24.55314,8.82988,25.54195,8.10208,25.1693,9.94808,23.55239,9.5433,23.92643,7.7213
294,LO81900442013153LGN00,LO81900442013153LGN00,1,N,LO81900442013153LGN00, 190, 044, 190, 044,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:09:54:10.3565010,2013:153:09:54:40.3568040,9,2.6,69.32117761,87.68265187,4.519,5.834,Yes,23°06'45.18"N,8°28'57.36"E,24°06'03.64"N,7°45'44.32"E,23°43'48.83"N,9°35'14.32"E,22°06'44.82"N,9°11'22.27"E,22°29'05.28"N,7°23'12.30"E,23.11255,8.4826,24.10101,7.76231,23.73023,9.58731,22.11245,9.18952,22.4848,7.38675
295,LO81900452013153LGN00,LO81900452013153LGN00,1,N,LO81900452013153LGN00, 190, 045, 190, 045,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:09:54:34.3567434,2013:153:09:55:04.3570404,9,.51,68.99178338,83.87732351,4.914,6.046,Yes,21°40'18.41"N,8°08'26.48"E,22°39'35.86"N,7°25'40.19"E,22°17'27.74"N,9°13'57.00"E,20°40'20.17"N,8°50'28.07"E,21°02'34.48"N,7°03'25.09"E,21.67178,8.14069,22.65996,7.42783,22.29104,9.2325,20.67227,8.84113,21.04291,7.05697
296,LO81900472013153LGN00,LO81900472013153LGN00,1,N,LO81900472013153LGN00, 190, 047, 190, 047,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:09:55:22.3572222,2013:153:09:55:52.3575252,9,0,68.06995349,76.70697884,3.217,4.686,Yes,18°47'14.71"N,7°28'13.73"E,19°46'30.61"N,6°46'12.32"E,19°24'33.08"N,8°32'25.04"E,17°47'20.15"N,8°09'36.72"E,18°09'24.91"N,6°24'26.28"E,18.78742,7.47048,19.77517,6.77009,19.40919,8.54029,17.78893,8.1602,18.15692,6.4073
297,LO81900492013153LGN00,LO81900492013153LGN00,1,N,LO81900492013153LGN00, 190, 049, 190, 049,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:09:56:10.3577010,2013:153:09:56:40.3580040,9,0,66.83419742,70.23681068,6.484,6.296,Yes,15°54'02.81"N,6°48'57.46"E,16°53'17.84"N,6°07'32.12"E,16°31'28.09"N,7°52'04.55"E,14°54'11.12"N,7°29'50.42"E,15°16'08.94"N,5°46'09.59"E,15.90078,6.81596,16.88829,6.12559,16.52447,7.86793,14.90309,7.49734,15.26915,5.76933
298,LO81900542013153LGN00,LO81900542013153LGN00,1,N,LO81900542013153LGN00, 190, 054, 190, 054,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:09:58:09.3588909,2013:153:09:58:39.3591939,9,12,62.67676574,57.30120581,4.748,5.483,Yes,8°40'36.19"N,5°13'47.03"E,9°39'50.80"N,4°33'25.74"E,9°18'14.08"N,6°15'03.20"E,7°40'50.27"N,5°53'49.49"E,8°02'36.82"N,4°12'39.24"E,8.67672,5.22973,9.66411,4.55715,9.30391,6.25089,7.68063,5.89708,8.04356,4.2109
299,LO81740452013153LGN00,LO81740452013153LGN00,1,N,LO81740452013153LGN00, 174, 045, 174, 045,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:15:41.2974141,2013:153:08:16:11.2977111,9,0,68.99403732,83.90135433,2.915,4.48,Yes,21°40'17.51"N,32°51'42.19"E,22°39'35.17"N,32°08'52.40"E,22°17'25.80"N,33°57'15.88"E,20°40'18.84"N,33°33'47.23"E,21°02'34.44"N,31°46'37.67"E,21.67153,32.86172,22.65977,32.14789,22.2905,33.95441,20.6719,33.56312,21.0429,31.77713
300,LO81900462013153LGN00,LO81900462013153LGN00,1,N,LO81900462013153LGN00, 190, 046, 190, 046,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:09:54:58.3569858,2013:153:09:55:28.3572828,9,.16,68.57295613,80.21121152,3.597,4.955,Yes,20°13'47.53"N,7°48'12.31"E,21°13'03.97"N,7°05'50.53"E,20°51'01.91"N,8°53'00.31"E,19°13'51.31"N,8°29'52.62"E,19°36'00.11"N,6°43'50.77"E,20.22987,7.80342,21.21777,7.09737,20.85053,8.88342,19.23092,8.49795,19.60003,6.73077
301,LO82220962013153LGN00,LO82220962013153LGN00,1,N,LO82220962013153LGN00, 222, 096, 222, 096,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:13:32:41.4876141,2013:153:13:33:11.4879111,9,19.18,9.64019426,33.83983107,7.419,7.275,Yes,51°41'36.46"S,60°06'51.19"W,50°40'05.23"S,61°05'46.72"W,51°08'03.88"S,58°25'18.59"W,52°42'52.56"S,59°05'05.50"W,52°14'04.06"S,61°50'56.29"W,-51.69346,-60.11422,-50.66812,-61.09631,-51.13441,-58.42183,-52.7146,-59.08486,-52.23446,-61.84897
302,LO81740462013153LGN00,LO81740462013153LGN00,1,N,LO81740462013153LGN00, 174, 046, 174, 046,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:16:05.2976505,2013:153:08:16:35.2979535,9,0,68.57581314,80.23425371,3.843,5.031,Yes,20°13'46.52"N,32°31'28.13"E,21°13'03.43"N,31°49'01.99"E,20°50'59.71"N,33°36'20.20"E,19°13'50.09"N,33°13'12.65"E,19°36'00.54"N,31°27'02.48"E,20.22959,32.52448,21.21762,31.81722,20.84992,33.60561,19.23058,33.22018,19.60015,31.45069
303,LO81740632013153LGN00,LO81740632013153LGN00,1,N,LO81740632013153LGN00, 174, 063, 174, 063,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:22:52.3017252,2013:153:08:23:21.3020121,9,.14,52.88508602,43.27129852,4.551,4.861,Yes,4°20'21.05"S,27°10'32.92"E,3°21'03.85"S,26°30'36.76"E,3°42'37.08"S,28°11'10.82"E,5°20'00.46"S,27°50'32.64"E,4°58'14.81"S,26°09'45.79"E,-4.33918,27.17581,-3.35107,26.51021,-3.7103,28.18634,-5.33346,27.8424,-4.97078,26.16272
304,LO81740552013153LGN00,LO81740552013153LGN00,1,N,LO81740552013153LGN00, 174, 055, 174, 055,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:19:40.2998040,2013:153:08:20:10.3001010,9,15.36,61.71124161,55.24112857,6.646,5.42,Yes,7°13'51.64"N,29°38'23.35"E,8°13'06.10"N,28°58'11.46"E,7°51'31.46"N,30°39'24.52"E,6°14'06.72"N,30°18'19.26"E,6°35'51.54"N,28°37'28.85"E,7.23101,29.63982,8.21836,28.96985,7.85874,30.65681,6.2352,30.30535,6.59765,28.62468
305,LO81740512013153LGN00,LO81740512013153LGN00,1,N,LO81740512013153LGN00, 174, 051, 174, 051,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:18:05.2988505,2013:153:08:18:34.2991434,9,5.86,65.33733579,64.53668318,5.053,6.609,Yes,13°00'44.78"N,30°53'43.76"E,13°59'59.42"N,30°12'47.99"E,13°38'15.86"N,31°55'58.62"E,12°00'55.73"N,31°34'12.72"E,12°22'48.11"N,29°51'43.60"E,13.01244,30.89549,13.99984,30.21333,13.63774,31.93295,12.01548,31.5702,12.38003,29.86211
306,LO81740482013153LGN00,LO81740482013153LGN00,1,N,LO81740482013153LGN00, 174, 048, 174, 048,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:16:53.2981353,2013:153:08:17:23.2984323,9,0,67.49234248,73.40033972,5.022,6.495,Yes,17°20'39.16"N,31°51'45.22"E,18°19'54.73"N,31°10'00.52"E,17°58'00.52"N,32°55'24.89"E,16°20'46.00"N,32°32'54.64"E,16°42'47.84"N,30°48'27.14"E,17.34421,31.86256,18.33187,31.16681,17.96681,32.92358,16.34611,32.54851,16.71329,30.80754
307,LO81580442013153LGN00,LO81580442013153LGN00,1,N,LO81580442013153LGN00, 158, 044, 158, 044,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:06:36:24.2378424,2013:153:06:36:54.2381454,9,1.23,69.32415028,87.73392491,4.483,5.666,Yes,23°06'45.79"N,57°55'27.88"E,24°06'04.18"N,57°12'15.59"E,23°43'49.98"N,59°01'43.72"E,22°06'45.58"N,58°37'51.89"E,22°29'05.42"N,56°49'43.75"E,23.11272,57.92441,24.10116,57.20433,23.73055,59.02881,22.11266,58.63108,22.48484,56.82882
308,LO81580452013153LGN00,LO81580452013153LGN00,1,N,LO81580452013153LGN00, 158, 045, 158, 045,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:06:36:48.2380848,2013:153:06:37:18.2383818,9,.01,68.99590824,83.92579936,3.79,4.962,Yes,21°40'17.15"N,57°34'56.71"E,22°39'34.78"N,56°52'07.46"E,22°17'25.73"N,58°40'29.93"E,20°40'18.77"N,58°17'01.28"E,21°02'34.04"N,56°29'52.66"E,21.67143,57.58242,22.65966,56.86874,22.29048,58.67498,20.67188,58.28369,21.04279,56.49796
309,LO81580462013153LGN00,LO81580462013153LGN00,1,N,LO81580462013153LGN00, 158, 046, 158, 046,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:06:37:12.2383212,2013:153:06:37:42.2386242,9,.58,68.57844585,80.2591983,4.733,6.523,Yes,20°13'48.14"N,57°14'43.12"E,21°13'05.16"N,56°32'15.36"E,20°51'00.94"N,58°19'36.84"E,19°13'51.53"N,57°56'29.58"E,19°36'02.52"N,56°10'16.07"E,20.23004,57.24531,21.2181,56.5376,20.85026,58.3269,19.23098,57.94155,19.6007,56.17113
310,LO81580472013153LGN00,LO81580472013153LGN00,1,N,LO81580472013153LGN00, 158, 047, 158, 047,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:06:37:36.2385636,2013:153:06:38:06.2388606,9,.2,68.07648877,76.75228476,4.448,6.612,Yes,18°47'14.42"N,56°54'44.50"E,19°46'30.54"N,56°12'39.96"E,19°24'31.97"N,57°58'58.84"E,17°47'19.72"N,57°36'11.02"E,18°09'25.49"N,55°50'54.42"E,18.78734,56.91236,19.77515,56.2111,19.40888,57.98301,17.78881,57.60306,18.15708,55.84845
311,LO81580482013153LGN00,LO81580482013153LGN00,1,N,LO81580482013153LGN00, 158, 048, 158, 048,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:06:38:00.2388000,2013:153:06:38:30.2391030,9,1.26,67.49609421,73.42241124,4.258,7.259,Yes,17°20'39.73"N,56°35'00.46"E,18°19'55.42"N,55°53'14.39"E,17°58'00.91"N,57°38'41.03"E,16°20'46.46"N,57°16'11.06"E,16°42'48.67"N,55°31'41.27"E,17.34437,56.58346,18.33206,55.88733,17.96692,57.64473,16.34624,57.26974,16.71352,55.52813
312,LO82060172013153LGN00,LO82060172013153LGN00,1,N,LO82060172013153LGN00, 206, 017, 206, 017,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:11:22:18.4093818,2013:153:11:22:48.4096848,9,17.67,50.2373008,164.56003817,5.743,6.582,Yes,61°28'37.96"N,1°44'33.83"W,62°31'29.50"N,2°55'57.22"W,61°56'56.54"N,0°33'28.84"E,60°24'37.48"N,0°38'29.08"W,60°58'03.07"N,3°58'33.49"W,61.47721,-1.74273,62.52486,-2.93256,61.94904,.55801,60.41041,-.64141,60.96752,-3.97597
313,LO81740432013153LGN00,LO81740432013153LGN00,1,N,LO81740432013153LGN00, 174, 043, 174, 043,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:14:53.2969353,2013:153:08:15:23.2972323,9,0,69.55805262,91.627887,3.229,4.579,Yes,24°33'10.48"N,33°33'02.99"E,25°32'30.08"N,32°49'23.30"E,25°10'08.83"N,34°40'07.97"E,23°33'07.85"N,34°15'50.87"E,23°55'34.14"N,32°26'32.60"E,24.55291,33.55083,25.54169,32.82314,25.16912,34.66888,23.55218,34.26413,23.92615,32.44239
314,LO81740442013153LGN00,LO81740442013153LGN00,1,N,LO81740442013153LGN00, 174, 044, 174, 044,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:15:17.2971717,2013:153:08:15:47.2974747,9,0,69.32285754,87.70804475,3.167,4.575,Yes,23°06'45.11"N,33°12'13.14"E,24°06'03.92"N,32°28'58.19"E,23°43'48.43"N,34°18'31.90"E,22°06'44.60"N,33°54'40.10"E,22°29'05.78"N,32°06'26.42"E,23.11253,33.20365,24.10109,32.48283,23.73012,34.30886,22.11239,33.91114,22.48494,32.10734
315,LO81740492013153LGN00,LO81740492013153LGN00,1,N,LO81740492013153LGN00, 174, 049, 174, 049,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:17:17.2983717,2013:153:08:17:47.2986747,9,0,66.8387348,70.25710951,5.48,7.158,Yes,15°54'02.84"N,31°32'13.67"E,16°53'18.02"N,30°50'46.86"E,16°31'27.84"N,32°35'22.02"E,14°54'11.02"N,32°13'08.15"E,15°16'09.34"N,30°29'24.61"E,15.90079,31.53713,16.88834,30.84635,16.5244,32.58945,14.90306,32.21893,15.26926,30.49017
316,LO81740502013153LGN00,LO81740502013153LGN00,1,N,LO81740502013153LGN00, 174, 050, 174, 050,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:17:41.2986141,2013:153:08:18:10.2989010,9,.29,66.11858449,67.30342747,5.711,6.537,Yes,14°27'25.81"N,31°12'53.78"E,15°26'40.74"N,30°31'43.36"E,15°04'54.01"N,32°15'34.24"E,13°27'35.42"N,31°53'35.09"E,13°49'30.68"N,30°10'30.65"E,14.45717,31.21494,15.44465,30.52871,15.08167,32.25951,13.45984,31.89308,13.82519,30.17518
317,LO81740522013153LGN00,LO81740522013153LGN00,1,N,LO81740522013153LGN00, 174, 052, 174, 052,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:18:28.2990828,2013:153:08:18:58.2993858,9,9.95,64.50098216,61.95495109,5.701,5.823,Yes,11°34'03.61"N,30°34'42.74"E,12°33'18.07"N,29°54'00.47"E,12°11'37.32"N,31°36'35.14"E,10°34'15.71"N,31°15'01.37"E,10°56'05.64"N,29°33'03.31"E,11.56767,30.57854,12.55502,29.90013,12.1937,31.60976,10.57103,31.25038,10.9349,29.55092
318,LO81740532013153LGN00,LO81740532013153LGN00,1,N,LO81740532013153LGN00, 174, 053, 174, 053,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:18:52.2993252,2013:153:08:19:22.2996222,9,2.33,63.61462716,59.55044502,7.644,8.028,Yes,10°07'20.35"N,30°15'49.82"E,11°06'34.85"N,29°35'18.89"E,10°44'56.44"N,31°17'22.60"E,9°07'33.53"N,30°55'59.45"E,9°29'21.52"N,29°14'27.64"E,10.12232,30.26384,11.10968,29.58858,10.74901,31.28961,9.12598,30.93318,9.48931,29.24101
319,LO81740602013153LGN00,LO81740602013153LGN00,1,N,LO81740602013153LGN00, 174, 060, 174, 060,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:21:40.3010040,2013:153:08:22:10.3013010,9,18.08,56.37155042,46.93120709,5.34,7.324,Yes,0°00'00.04"S,28°05'54.74"E,0°59'15.76"N,27°26'03.26"E,0°37'44.29"N,29°06'22.82"E,0°59'41.14"S,28°45'42.44"E,0°37'58.04"S,27°05'23.28"E,-.00001,28.09854,.98771,27.43424,.62897,29.10634,-.99476,28.76179,-.63279,27.0898
320,LO81740642013153LGN00,LO81740642013153LGN00,1,N,LO81740642013153LGN00, 174, 064, 174, 064,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:23:15.3019515,2013:153:08:23:45.3022545,9,0,51.68860652,42.22620035,5.378,5.636,Yes,5°47'07.33"S,26°52'01.34"E,4°47'49.49"S,26°12'00.61"E,5°09'23.90"S,27°52'47.35"E,6°46'46.27"S,27°32'07.80"E,6°24'59.18"S,25°51'03.85"E,-5.78537,26.86704,-4.79708,26.20017,-5.15664,27.87982,-6.77952,27.5355,-6.41644,25.85107
321,LO81580382013153LGN00,LO81580382013153LGN00,1,N,LO81580382013153LGN00, 158, 038, 158, 038,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:06:34:01.2364101,2013:153:06:34:31.2367131,9,5.55,69.25870041,111.70451426,5.089,3.532,Yes,31°44'32.14"N,60°06'13.36"E,32°44'00.85"N,59°19'47.32"E,32°20'55.46"N,61°18'26.24"E,30°44'15.07"N,60°51'26.71"E,31°07'21.58"N,58°54'51.37"E,31.74226,60.10371,32.73357,59.32981,32.34874,61.30729,30.73752,60.85742,31.12266,58.91427
